repo,stars,releases,age_years,files,code,comment,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
camunda/camunda-bpm-platform,4238,0,12.6642,,,,,,,,,,,,,
jlegewie/zotfile,4226,33,13.676678,,,,,,,,,,,,,
s4kibs4mi/java-developer-roadmap,4220,0,6.364801,,,,,,,,,,,,,
mybatis/spring-boot-starter,4215,32,9.939706,,,,,,,,,,,,,
ChadCSong/ShineButton,4215,2,9.162903,,,,,,,,,,,,,
jboss-javassist/javassist,4214,24,12.278351,,,,,,,,,,,,,
nining377/dolby_beta,4201,37,5.290934,,,,,,,,,,,,,
hugeterry/CoordinatorTabLayout,4199,0,8.598092,,,,,,,,,,,,,
yhaolpz/FloatWindow,4198,9,7.801276,,,,,,,,,,,,,
codingapi/tx-lcn,4198,14,7.810743,,,,,,,,,,,,,
microsoft/malmo,4197,21,9.296096,,,,,,,,,,,,,
apache/streampark,4192,29,6.271802,,,,,,,,,,,,,
powermock/powermock,4192,16,11.268156,,,,,,,,,,,,,
Jacksgong/JKeyboardPanelSwitch,4191,14,10.174635,,,,,,,,,,,,,
zendesk/maxwell,4182,214,10.562908,,,,,,,,,,,,,
bingoogolapple/BGABanner-Android,4182,0,10.856411,,,,,,,,,,,,,
aws/aws-sdk-java,4179,0,15.449802,,,,,,,,,,,,,
oddfar/campus-imaotai,4166,11,2.159016,,,,,,,,,,,,,
pedrovgs/AndroidWiFiADB,4147,8,9.875721,,,,,,,,,,,,,
dromara/hmily,4144,0,7.930877,,,,,,,,,,,,,
alibaba/fastjson2,4138,58,3.3808,,,,,,,,,,,,,
ReVanced/revanced-patches,4135,641,1.722009,,,,,,,,,,,,,
geoserver/geoserver,4131,62,13.812984,,,,,,,,,,,,,
tencentmusic/supersonic,4130,15,2.22783,,,,,,,,,,,,,
dinuscxj/LoadingDrawable,4117,0,9.381814,,,,,,,,,,,,,
alibaba/Tangram-Android,4111,38,8.431103,,,,,,,,,,,,,
pqpo/SmartCropper,4092,13,8.083665,,,,,,,,,,,,,
Manabu-GT/ExpandableTextView,4089,4,11.296929,,,,,,,,,,,,,
karma9874/AndroRAT,4085,0,5.450037,,,,,,,,,,,,,
code4craft/tiny-spring,4081,0,11.644983,,,,,,,,,,,,,
DTStack/chunjun,4081,30,7.418184,,,,,,,,,,,,,
qunarcorp/bistoury,4080,8,6.090879,,,,,,,,,,,,,
rubensousa/ViewPagerCards,4078,0,9.035951,,,,,,,,,,,,,
oblac/jodd,4071,37,12.986095,,,,,,,,,,,,,
luckybilly/CC,4046,0,7.776421,,,,,,,,,,,,,
PaperMC/Folia,4037,0,2.53503,,,,,,,,,,,,,
oldmanpushcart/greys-anatomy,4025,0,12.780846,,,,,,,,,,,,,
xcltapestry/XCL-Charts,4022,0,11.234406,,,,,,,,,,,,,
jMonkeyEngine/jmonkeyengine,4014,76,11.455403,,,,,,,,,,,,,
BoltsFramework/Bolts-Android,4011,11,11.591556,,,,,,,,,,,,,
lcodecorex/TwinklingRefreshLayout,4008,0,9.504489,,,,,,,,,,,,,
JabRef/jabref,4005,45,11.48092,,,,,,,,,,,,,
Yalantis/Phoenix,4000,1,10.64047,,,,,,,,,,,,,
knowm/XChange,3998,0,13.584046,,,,,,,,,,,,,
jetty/jetty.project,3997,129,14.140926,,,,,,,,,,,,,
jbloch/effective-java-3e-source-code,3996,0,7.083247,,,,,,,,,,,,,
makovkastar/FloatingActionButton,3995,0,11.116935,,,,,,,,,,,,,
Piasy/BigImageViewer,3987,0,8.823025,,,,,,,,,,,,,
LibrePDF/OpenPDF,3984,83,9.145415,,,,,,,,,,,,,
qstumn/BadgeView,3982,5,8.566567,,,,,,,,,,,,,
orhanobut/hawk,3982,22,10.535493,,,,,,,,,,,,,
mercyblitz/tech-weekly,3980,0,6.75124,,,,,,,,,,,,,
bitcoin-wallet/bitcoin-wallet,3978,0,13.424531,,,,,,,,,,,,,
freeok/so-novel,3975,45,3.280941,,,,,,,,,,,,,
JeremyLiao/LiveEventBus,3962,0,7.147723,,,,,,,,,,,,,
zzhoujay/RichText,3960,0,10.120802,,,,,,,,,,,,,
rovo89/XposedInstaller,3958,0,13.418663,,,,,,,,,,,,,
NotFound9/interviewGuide,3956,0,9.370895,,,,,,,,,,,,,
awaitility/awaitility,3955,0,15.61229,,,,,,,,,,,,,
lukas-krecan/ShedLock,3955,0,8.726746,,,,,,,,,,,,,
syncthing/syncthing-android,3955,332,11.527184,,,,,,,,,,,,,
binIoter/GuideView,3954,0,9.206443,,,,,,,,,,,,,
fishercoder1534/Leetcode,3954,0,9.091841,,,,,,,,,,,,,
lilishop/lilishop,3954,3,4.306533,,,,,,,,,,,,,
torakiki/pdfsam,3952,66,11.941302,,,,,,,,,,,,,
RipMeApp/ripme,3951,143,8.655185,,,,,,,,,,,,,
tronprotocol/java-tron,3947,80,7.686768,,,,,,,,,,,,,
JoanZapata/android-iconify,3944,0,12.22597,,,,,,,,,,,,,
googlesamples/mlkit,3931,1,5.265215,,,,,,,,,,,,,
rengwuxian/RxJavaSamples,3928,3,9.44415,,,,,,,,,,,,,
linyiqun/DataMiningAlgorithm,3926,0,10.644503,,,,,,,,,,,,,
pingfangushi/screw,3919,0,5.200654,,,,,,,,,,,,,
Querz/mcaselector,3918,72,7.365065,,,,,,,,,,,,,
promeG/TinyPinyin,3914,2,9.927121,,,,,,,,,,,,,
bluelinelabs/Conductor,3905,36,9.465417,,,,,,,,,,,,,
JFormDesigner/FlatLaf,3900,87,6.041307,,,,,,,,,,,,,
iterate-ch/cyberduck,3897,0,8.617189,,,,,,,,,,,,,
alibaba/jstorm,3894,22,11.99962,,,,,,,,,,,,,
JavaNoober/BackgroundLibrary,3894,13,6.983308,,,,,,,,,,,,,
shuzijun/leetcode-editor,3893,55,6.459504,,,,,,,,,,,,,
sofastack/sofa-rpc,3893,63,7.402809,,,,,,,,,,,,,
databricks/learning-spark,3892,0,11.216491,,,,,,,,,,,,,
Exrick/xboot,3888,6,7.363201,,,,,,,,,,,,,
amirzaidi/Launcher3,3887,22,8.261426,,,,,,,,,,,,,
vipulasri/Timeline-View,3887,15,9.717732,,,,,,,,,,,,,
VaughnVernon/IDDD_Samples,3882,0,12.402731,,,,,,,,,,,,,
ReChronoRain/HyperCeiler,3864,7,1.851615,,,,,,,,,,,,,
wendux/DSBridge-Android,3856,2,8.666732,,,,,,,,,,,,,
M66B/FairEmail,3844,1000,7.086818,,,,,,,,,,,,,
uber/NullAway,3842,30,8.003531,,,,,,,,,,,,,
aurelhubert/ahbottomnavigation,3830,14,9.46341,,,,,,,,,,,,,
MiguelCatalan/MaterialSearchView,3829,6,9.96935,,,,,,,,,,,,,
kubernetes-client/java,3827,55,8.320633,,,,,,,,,,,,,
uknownothingsnow/CircleProgress,3819,0,10.842837,,,,,,,,,,,,,
google/bundletool,3818,63,7.333921,,,,,,,,,,,,,
yanzhenjie/AndServer,3817,1,9.221044,,,,,,,,,,,,,
react-native-share/react-native-share,3814,139,9.92723,,,,,,,,,,,,,
ZHENFENG13/My-Blog,3812,0,6.5014,,,,,,,,,,,,,
jishenghua/jshERP,3793,6,8.952281,,,,,,,,,,,,,
sunfusheng/MarqueeView,3792,0,9.255956,,,,,,,,,,,,,
camunda/camunda,3789,462,9.456185,,,,,,,,,,,,,
shopizer-ecommerce/shopizer,3789,18,12.782665,,,,,,,,,,,,,
Dimezis/BlurView,3785,31,9.367163,,,,,,,,,,,,,
gh0stkey/HaE,3782,77,5.444483,,,,,,,,,,,,,
mpusher/mpush,3779,9,9.349627,,,,,,,,,,,,,
fesh0r/fernflower,3774,0,10.918041,,,,,,,,,,,,,
lygttpod/SuperTextView,3774,39,8.872968,,,,,,,,,,,,,
mcxtzhang/SwipeDelMenuLayout,3773,2,9.023086,,,,,,,,,,,,,
watabou/pixel-dungeon,3769,0,11.105519,,,,,,,,,,,,,
CameraKit/blurkit-android,3768,3,8.823786,,,,,,,,,,,,,
Ereza/CustomActivityOnCrash,3756,12,11.165501,,,,,,,,,,,,,
MovingBlocks/Terasology,3755,70,14.502023,,,,,,,,,,,,,
roboguice/roboguice,3752,0,13.057259,,,,,,,,,,,,,
Helium314/HeliBoard,3750,49,3.487099,,,,,,,,,,,,,
timehop/sticky-headers-recyclerview,3750,0,10.918388,,,,,,,,,,,,,
zhpanvip/BannerViewPager,3746,59,8.434334,,,,,,,,,,,,,
apache/kylin,3741,2,10.665817,,,,,,,,,,,,,
sofastack/sofa-jraft,3741,32,6.501292,,,,,,,,,,,,,
andOTP/andOTP,3741,38,8.163004,,,,,,,,,,,,,
RoaringBitmap/RoaringBitmap,3731,39,12.211278,,,,,,,,,,,,,
spotbugs/spotbugs,3728,69,8.827088,,,,,,,,,,,,,
JCTools/JCTools,3725,18,11.811827,,,,,,,,,,,,,
ethanhua/Skeleton,3725,0,8.095123,,,,,,,,,,,,,
AsamK/signal-cli,3722,102,10.31505,,,,,,,,,,,,,
Atmosphere/atmosphere,3721,0,15.177061,,,,,,,,,,,,,
willowtreeapps/spruce-android,3719,3,8.523384,,,,,,,,,,,,,
ByteLegend/ByteLegend,3717,0,4.584801,,,,,,,,,,,,,
stfalcon-studio/ChatKit,3715,1,8.582128,,,,,,,,,,,,,
ageerle/ruoyi-ai,3714,6,1.631334,,,,,,,,,,,,,
ryanhoo/StylishMusicPlayer,3710,0,8.97033,,,,,,,,,,,,,
liuyubobobo/Play-with-Algorithms,3707,0,9.161566,,,,,,,,,,,,,
yanzhenjie/NoHttp,3704,0,10.099289,,,,,,,,,,,,,
rbmonster/learning-note,3694,0,5.216492,,,,,,,,,,,,,
undertow-io/undertow,3690,9,13.12522,,,,,,,,,,,,,
jtablesaw/tablesaw,3685,79,9.671182,,,,,,,,,,,,,
yangfuhai/ASimpleCache,3678,0,12.099784,,,,,,,,,,,,,
javahuang/SurveyKing,3676,3,3.990302,,,,,,,,,,,,,
lihangleo2/ShadowLayout,3672,28,6.153921,,,,,,,,,,,,,
networknt/light-4j,3672,192,8.980389,,,,,,,,,,,,,
lisawray/groupie,3672,28,9.00246,,,,,,,,,,,,,
helidon-io/helidon,3671,128,7.018651,,,,,,,,,,,,,
google/rejoiner,3670,3,7.740519,,,,,,,,,,,,,
KunMinX/Linkage-RecyclerView,3668,0,6.367773,,,,,,,,,,,,,
nICEnnnnnnnLee/BilibiliDown,3668,80,6.611181,,,,,,,,,,,,,
dingjikerbo/Android-BluetoothKit,3668,0,9.904567,,,,,,,,,,,,,
Creators-of-Create/Create,3667,0,6.129147,,,,,,,,,,,,,
yacy/yacy_search_server,3664,0,10.451706,,,,,,,,,,,,,
linkedin/databus,3664,0,12.709872,,,,,,,,,,,,,
coderbruis/JavaSourceCodeLearning,3664,0,5.252451,,,,,,,,,,,,,
grpc-ecosystem/grpc-spring,3662,34,8.675274,,,,,,,,,,,,,
PlexPt/chatgpt-java,3646,24,2.74009,,,,,,,,,,,,,
litesuits/android-common,3643,0,11.265392,,,,,,,,,,,,,
tchiotludo/akhq,3639,42,6.982086,,,,,,,,,,,,,
huburt-Hu/NewbieGuide,3623,20,8.100577,,,,,,,,,,,,,
apache/incubator-heron,3621,56,9.939357,,,,,,,,,,,,,
microservices-patterns/ftgo-application,3617,0,7.862658,,,,,,,,,,,,,
FasterXML/jackson-databind,3615,0,13.696699,,,,,,,,,,,,,
rockerhieu/emojicon,3615,2,11.623547,,,,,,,,,,,,,
blossom-editor/blossom,3609,19,2.075008,,,,,,,,,,,,,
spockframework/spock,3608,26,14.724791,,,,,,,,,,,,,
alibaba/Alink,3606,22,6.926073,,,,,,,,,,,,,
Mojang/brigadier,3598,3,10.966889,,,,,,,,,,,,,
tyrantgit/ExplosionField,3595,0,9.945354,,,,,,,,,,,,,
kikoso/android-stackblur,3592,0,12.050401,,,,,,,,,,,,,
uncle-novel/uncle-novel,3590,1,6.728302,,,,,,,,,,,,,
mbechler/marshalsec,3589,0,8.283462,,,,,,,,,,,,,
dongjunkun/DropDownMenu,3587,2,10.197676,,,,,,,,,,,,,
dtinit/data-transfer-project,3587,61,7.660859,,,,,,,,,,,,,
spring-io/initializr,3583,17,12.239165,,,,,,,,,,,,,
vert-x3/vertx-examples,3582,0,10.522341,,,,,,,,,,,,,
googlemaps/android-maps-utils,3577,52,12.298473,,,,,,,,,,,,,
hmkcode/Android,3577,0,12.000952,,,,,,,,,,,,,
WVector/AppUpdate,3574,3,8.20704,,,,,,,,,,,,,
davideas/FlexibleAdapter,3572,30,10.338415,,,,,,,,,,,,,
JakeWharton/ThreeTenABP,3570,0,10.169173,,,,,,,,,,,,,
IrisShaders/Iris,3566,140,4.862903,,,,,,,,,,,,,
OpenHFT/Chronicle-Queue,3564,533,12.252951,,,,,,,,,,,,,
code4craft/netty-learning,3560,0,11.955983,,,,,,,,,,,,,
fabric8io/kubernetes-client,3558,123,10.152959,,,,,,,,,,,,,
bilibili/MagicaSakura,3557,3,9.195601,,,,,,,,,,,,,
dropbox/hackpad,3556,0,10.0559,,,,,,,,,,,,,
johncarl81/parceler,3544,0,12.169482,,,,,,,,,,,,,
DataLinkDC/dinky,3540,31,4.234699,,,,,,,,,,,,,
arimorty/floatingsearchview,3536,0,9.782103,,,,,,,,,,,,,
LinShunKang/MyPerf4J,3534,23,7.481472,,,,,,,,,,,,,
anggrayudi/android-hidden-api,3533,2,9.964474,,,,,,,,,,,,,
fyhertz/libstreaming,3532,0,12.588997,,,,,,,,,,,,,
luontola/retrolambda,3531,0,12.12242,,,,,,,,,,,,,
andremion/Music-Player,3525,2,9.32542,,,,,,,,,,,,,
springdoc/springdoc-openapi,3523,95,6.146637,,,,,,,,,,,,,
HelloWorld521/Java,3523,0,8.734945,,,,,,,,,,,,,
apache/logging-log4j2,3522,15,12.226506,,,,,,,,,,,,,
lsjwzh/RecyclerViewPager,3519,10,10.626289,,,,,,,,,,,,,
spring-cloud/spring-cloud-kubernetes,3517,32,8.720392,,,,,,,,,,,,,
immutables/immutables,3515,15,12.157284,,,,,,,,,,,,,
dariuszseweryn/RxAndroidBle,3514,60,9.578241,,,,,,,,,,,,,
Netflix/maestro,3513,0,1.379796,,,,,,,,,,,,,
nytimes/Store,3512,0,8.758872,,,,,,,,,,,,,
codeestX/GeekNews,3509,0,9.071596,,,,,,,,,,,,,
baoyongzhang/SwipeMenuListView,3507,2,11.026338,,,,,,,,,,,,,
1024-lab/smart-admin,3499,22,5.798546,,,,,,,,,,,,,
lenve/JavaEETest,3497,0,8.722602,,,,,,,,,,,,,
cSploit/android,3493,33,10.915203,,,,,,,,,,,,,
KingJA/LoadSir,3492,6,8.001828,,,,,,,,,,,,,
TNG/ArchUnit,3483,43,8.368686,,,,,,,,,,,,,
dromara/liteflow,3482,0,5.440992,,,,,,,,,,,,,
AxonFramework/AxonFramework,3481,136,13.753192,,,,,,,,,,,,,
ittianyu/BottomNavigationViewEx,3477,19,8.806742,,,,,,,,,,,,,
phodal/migration,3464,0,5.653475,,,,,,,,,,,,,
ferredoxin/QNotified,3463,28,6.447108,,,,,,,,,,,,,
rubensousa/PreviewSeekBar,3462,10,8.605143,,,,,,,,,,,,,
Grt1228/chatgpt-java,3461,10,2.558937,,,,,,,,,,,,,
eclipse-openj9/openj9,3458,53,8.023134,,,,,,,,,,,,,
alamkanak/Android-Week-View,3448,4,10.961264,,,,,,,,,,,,,
Netflix/concurrency-limits,3446,102,7.726787,,,,,,,,,,,,,
crossoverJie/SSM,3441,10,9.200822,,,,,,,,,,,,,
guolindev/giffun,3433,0,6.597693,,,,,,,,,,,,,
rom1v/sndcpy,3433,2,5.232597,,,,,,,,,,,,,
sherxon/AlgoDS,3431,0,8.712701,,,,,,,,,,,,,
apache/fory,3431,47,2.351427,,,,,,,,,,,,,
RikkaApps/Sui,3427,21,4.664399,,,,,,,,,,,,,
xcc3641/SeeWeather,3427,2,9.534496,,,,,,,,,,,,,
WinterChenS/my-site,3423,0,7.336467,,,,,,,,,,,,,
GitLqr/LQRWeChat,3421,0,8.56879,,,,,,,,,,,,,
woxingxiao/BubbleSeekBar,3419,12,8.830714,,,,,,,,,,,,,
freeplane/freeplane,3418,10,12.970982,,,,,,,,,,,,,
google/volley,3414,9,8.605852,,,,,,,,,,,,,
openhab/openhab1-addons,3413,14,11.951184,,,,,,,,,,,,,
getActivity/Toaster,3412,36,6.964531,,,,,,,,,,,,,
apache/incubator-kie-optaplanner,3411,6,14.546762,,,,,,,,,,,,,
